TEMEL BILGILER - Baslik;TEMEL BILGILER - Arac Turu;TEMEL BILGILER - Govde Tipi;TEMEL BILGILER - Segment;TEMEL BILGILER - Marka;TEMEL BILGILER - Seri;TEMEL BILGILER - Model;TEMEL BILGILER - Donanim Paketi;TEMEL BILGILER - Model Yili;TEMEL BILGILER - Uretim Ulkesi;MOTOR - Yakit Turu;MOTOR - Yakit Tipi;MOTOR - Motor Tipi;MOTOR (Fosil Yakit) - Besleme Tipi;MOTOR (Fosil Yakit) - Silindir Adedi;MOTOR (Fosil Yakit) - Silindir Hacmi;MOTOR (Fosil Yakit) - Yakit Puskurtme;MOTOR (Elektrik) - Motor Gucu;MOTOR (Elektrik) - Batarya Kapasitesi;MOTOR (Elektrik) - Batarya Tipi;SANZIMAN - Sanziman Turu;SANZIMAN - Sanziman Modeli;SANZIMAN - Vites Sayisi;PERFORMANS - PERFORMANS PUANI;PERFORMANS - Beygir Gucu;PERFORMANS - Azami Tork;PERFORMANS - Azami Hiz;PERFORMANS - 0-100 Km Hizlanma;CEKIS SISTEMI - Cekis Turu;CEKIS SISTEMI - Cekis Kontrol Sistemi;BOYUTLAR - KONFOR PUANI;BOYUTLAR - Ic Hacim;BOYUTLAR - Uzunluk;BOYUTLAR - Genislik;BOYUTLAR - Yukseklik;BOYUTLAR - Ağirlik;BOYUTLAR - Bagaj Hacmi (Standart);BOYUTLAR - Bagaj Hacmi (Genisletilmis);LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Jant Capi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Taban Genisliği;DIS DONANIM - Kapi Sayisi;DIS DONANIM- Far Tipi;DIS DONANIM- Sis Farlari;IC DONANIM - Koltuk Sayisi;IC DONANIM - Doseme Tipi;IC DONANIM - Surucu Koltuğu Ayarlari;IC DONANIM - On Yolcu Koltuğu Ayarlari;IC DONANIM - Klima;SENSORLER - Far Sensoru;SENSORLER - Yağmur Sensoru;SENSORLER - Lastik Basinc Sensoru;SENSORLER - Park Sensoru & Yardimcisi;GUVENLIK - GUVEN PUANI;GUVENLIK - Hava Yastiği Adedi;GUVENLIK - NCAP/ANCAP Puani;EKONOMI - EKO PUANI;EKONOMI - Tahmini Bakim Masrafi;EKONOMI - Yillik MTV Tutari;EKONOMI - Ortalama Yakit Tuketimi (100 km);EKONOMI - Sehir Ici Tuketim (100 km);EKONOMI - Sehir Disi Tuketim (100 km);EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt);EKONOMI (Elektrik) - Menzil (WLTP - Birlesik);EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici);EKONOMI (Elektrik) - Sarj Suresi;EMISYON - Emisyon Standardi;EMISYON - Ortalama Emisyon
Fiat 500 1.2 Fire 69 HP Dualogic Pop;Binek;Coupe;A;Fiat;500;500;Pop;2015, 2016;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1242;Cok Noktadan Enjeksiyon;;;;Otomatik;Dualogic (YO);5 ileri;43;69;102;160;12,9;Onden Cekisli;Var;50;52;3546;1627;1488;900;185;550;175/65 R14;14;65%;175;3; Halojen; Yok;4;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Var;Yok;58;7;3;93;81;1882;5,23;6;4,1;35;;;;EURO 5;111
Fiat 500 1.2 Fire 69 HP Pop;Binek;Coupe;A;Fiat;500;500;Pop;2015, 2016, 2017;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1242;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;43;69;102;160;12,9;Onden Cekisli;Var;50;52;3546;1627;1488;865;185;550;175/65 R14;14;65%;175;3; Halojen; Yok;4;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Var;Yok;57;7;3;95;88;1882;5,39;6,2;4,2;35;;;;EURO 5;115
Peugeot 2008 1.2 82 BG PureTech Access;SUV;SUV;B;Peugeot;2008;2008;Access;2014;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;43;82;118;169;13,5;Onden Cekisli;Yok;64;78;4159;2004;1556;1045;350;1194;195/65 R15;15;65%;195;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;107;6;5;91;91;1882;5,33;6;4,3;50;;;;EURO 5;114
Peugeot 2008 1.2 82 BG PureTech Active;SUV;SUV;B;Peugeot;2008;2008;Active;2014;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;43;82;118;169;13,5;Onden Cekisli;Yok;68;78;4159;2004;1556;1045;350;1194;195/60 R16;16;60%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Yok;Yok;107;6;5;90;91;1882;5,33;6;4,3;50;;;;EURO 5;114
Peugeot 2008 1.2 82 BG PureTech S&S ETG5 Access;SUV;SUV;B;Peugeot;2008;2008;Access;2014;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Otomatik;ETG5 (YO);5 ileri;42;82;118;170;15,4;Onden Cekisli;Yok;64;78;4159;2004;1556;1045;350;1194;195/65 R15;15;65%;195;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;107;6;5;91;84;1882;4,75;5,1;4,1;50;;;;EURO 5;102
Peugeot 2008 1.2 82 BG PureTech S&S ETG5 Active;SUV;SUV;B;Peugeot;2008;2008;Active;2014;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Otomatik;ETG5 (YO);5 ileri;42;82;118;170;15,4;Onden Cekisli;Yok;67;78;4159;2004;1556;1055;350;1194;205/55 R16;16;55%;205;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Yok;Yok;107;6;5;90;84;1882;4,75;5,1;4,1;50;;;;EURO 5;102
Peugeot 2008 1.6 e-HDi 92 BG S&S Access;SUV;SUV;B;Peugeot;2008;2008;Access;2014;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;5 ileri;51;92;230;181;11,5;Onden Cekisli;Yok;69;78;4159;2004;1556;1160;350;1194;195/60 R16;16;60%;195;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;107;6;5;86;84;3661;4,29;4,7;3,6;50;;;;EURO 5;103
Peugeot 2008 1.6 e-HDi 92 BG S&S Active;SUV;SUV;B;Peugeot;2008;2008;Active;2014, 2015;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;5 ileri;51;92;230;181;11,5;Onden Cekisli;Yok;72;78;4159;2004;1556;1160;350;1194;205/50 R17;17;50%;205;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Yok;Yok;107;6;5;85;84;3661;4,29;4,7;3,6;50;;;;EURO 5;103
Peugeot 2008 1.6 e-HDi 92 BG S&S ETG6 Active;SUV;SUV;B;Peugeot;2008;2008;Active;2014, 2015;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Otomatik;ETG6 (YO);6 ileri;49;92;230;180;13,3;Onden Cekisli;Yok;69;78;4159;2004;1556;1170;350;1194;205/55 R16;16;55%;205;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Yok;Yok;108;6;5;85;77;3661;3,97;4,1;3,6;50;;;;EURO 5;98
Peugeot 2008 1.6 VTi 120 HP Otomatik Active;SUV;SUV;B;Peugeot;2008;2008;Active;2014, 2015;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1598;Cok Noktadan Enjeksiyon;;;;Otomatik;AL4 (Tork Konvertorlu );4 ileri;51;120;160;189;11,2;Onden Cekisli;Yok;68;78;4159;2004;1556;1055;350;1194;195/60 R16;16;60%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Yok;Yok;107;6;5;71;76;3661;7,26;8,8;5,2;50;;;;EURO 5;150
Peugeot 2008 1.2 PureTech 82 BG Access;SUV;SUV;B;Peugeot;2008;2008;Access;2015, 2016;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;43;82;118;169;13,5;Onden Cekisli;Yok;62;71;4159;1829;1556;1045;350;1194;195/65 R15;15;65%;195;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;106;6;5;92;91;1882;5,33;6;4,3;50;;;;EURO 5;114
Peugeot 2008 1.2 PureTech 82 BG Active;SUV;SUV;B;Peugeot;2008;2008;Active;2015, 2016;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;43;82;118;169;13,5;Onden Cekisli;Yok;66;71;4159;1829;1556;1045;350;1194;195/60 R16;16;60%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Yok;Yok;106;6;5;91;91;1882;5,33;6;4,3;50;;;;EURO 5;114
Peugeot 2008 1.2 PureTech 82 BG S&S ETG5 Access;SUV;SUV;B;Peugeot;2008;2008;Access;2015, 2016;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Otomatik;ETG5 (YO);5 ileri;42;82;118;170;15,4;Onden Cekisli;Yok;63;71;4159;1829;1556;1055;350;1194;195/65 R15;15;65%;195;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;106;6;5;92;84;1882;4,75;5,1;4,1;50;;;;EURO 5;102
Peugeot 2008 1.2 PureTech 82 BG S&S ETG5 Active;SUV;SUV;B;Peugeot;2008;2008;Active;2015, 2016;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Otomatik;ETG5 (YO);5 ileri;42;82;118;170;15,4;Onden Cekisli;Yok;66;71;4159;1829;1556;1055;350;1194;195/60 R16;16;60%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Yok;Yok;106;6;5;91;84;1882;4,75;5,1;4,1;50;;;;EURO 5;102
Peugeot 2008 1.6 e-HDi 92 HP S&S Access;SUV;SUV;B;Peugeot;2008;2008;Access;2015, 2016;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;5 ileri;51;92;230;181;11,5;Onden Cekisli;Yok;64;71;4159;1829;1556;1160;350;1194;195/65 R15;15;65%;195;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;107;6;5;87;84;3661;4,29;4,7;3,6;50;;;;EURO 5;103
Peugeot 2008 1.2 PureTech 110 HP S&S EAT6 Active;SUV;SUV;B;Peugeot;2008;2008;Active;2016, 2017, 2018;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;3;1199;Cok Noktadan Enjeksiyon;;;;Otomatik;EAT6;6 ileri;53;110;205;188;10,3;Onden Cekisli;Var;68;71;4159;1829;1556;1150;350;1194;195/60 R16;16;60%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;107;6;5;88;83;1882;5,18;5,9;4,1;50;;;;EURO 6;110
Peugeot 2008 1.6 e-HDi 92 HP Active;SUV;SUV;B;Peugeot;2008;2008;Active;2016, 2017, 2018;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;51;92;230;181;11,5;Onden Cekisli;Var;68;71;4159;1829;1556;1160;350;1194;195/60 R16;16;60%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;107;6;5;86;84;3661;4,29;4,7;3,6;50;;;;EURO 6;103
Peugeot 2008 1.6 e-HDi 92 HP BG S&S ETG6 Active;SUV;SUV;B;Peugeot;2008;2008;Active;2016;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Otomatik;ETG6 (YO);6 ileri;49;92;230;180;13,3;Onden Cekisli;Var;67;71;4159;1829;1556;1170;350;1194;205/55 R16;16;55%;205;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Yok;107;6;5;85;77;3661;3,97;4,1;3,6;50;;;;EURO 6;98
Peugeot 2008 1.6 e-HDi 92 HP S&S Active;SUV;SUV;B;Peugeot;2008;2008;Active;2016;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;5 ileri;51;92;230;181;11,5;Onden Cekisli;Var;67;71;4159;1829;1556;1160;350;1194;205/55 R16;16;55%;205;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Yok;107;6;5;86;84;3661;4,29;4,7;3,6;50;;;;EURO 6;103
Peugeot 2008 1.6 e-HDi 92 HP S&S ETG6 Active;SUV;SUV;B;Peugeot;2008;2008;Active;2016, 2017;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Otomatik;ETG6 (YO);6 ileri;49;92;230;180;13,3;Onden Cekisli;Var;68;71;4159;1829;1556;1170;350;1194;195/60 R16;16;60%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;107;6;5;85;77;3661;3,97;4,1;3,6;50;;;;EURO 6;98
Peugeot 2008 1.6 BlueHDi 100 HP S&S ETG6 Active;SUV;SUV;B;Peugeot;2008;2008;Active;2017, 2018;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Otomatik;ETG6 (YO);6 ileri;52;100;254;180;11,9;Onden Cekisli;Var;68;71;4159;1829;1556;1195;350;1194;205/55 R16;16;55%;205;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;107;6;5;86;77;3661;3,82;4,1;3,3;50;;;;EURO 6;95
Peugeot 2008 1.6 BlueHDi 100 HP Active;SUV;SUV;B;Peugeot;2008;2008;Active;2018;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;53;100;254;180;11,3;Onden Cekisli;Var;67;71;4159;1829;1556;1180;350;1194;205/55 R16;16;55%;205;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;107;6;5;89;84;3661;3,72;3,9;3,3;50;;;;EURO 6;90
Peugeot 2008 1.5 BlueHDi 100 HP Active;SUV;SUV;B;Peugeot;2008;2008;Active;2020, 2021;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;52;100;250;180;11,4;Onden Cekisli;Var;71;72;4300;1815;1530;1265;434;1467;215/60 R16;16;60%;215;5; LED; Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Yok;Var;Var;83;6;4;78;85;6314;3,88;4,2;3,3;41;;;;EURO 6.2;96
Peugeot 2008 1.5 BlueHDi 110 HP Active;SUV;SUV;B;Peugeot;2008;2008;Active;2022;Fransa;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;56;110;250;180;9,5;Onden Cekisli;Var;70;72;4300;1815;1530;1205;434;1467;215/60 R16;16;60%;215;5; LED; Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Yok;Var;Var;82;6;4;71;84;8421;3,98;4,4;3,3;41;;;;EURO 6.2;98
Peugeot 3008 1.2 PureTech 130 HP Access;SUV;SUV;C;Peugeot;3008;3008;Access;2016, 2017, 2018;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;3;1199;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;6 ileri;54;130;230;188;10,8;Onden Cekisli;Var;78;80;4447;1841;1620;1250;520;1482;215/65 R17;17;65%;215;5; LED; Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Var;Var;108;6;5;86;89;1882;5,43;6;4,5;53;;;;EURO 6;117
BMW 116d 1.5 116 BG Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;116D;Turkiye Paketi;2015, 2016, 2017, 2018, 2019;Almanya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;3;1496;Common Rail Direkt Enjeksiyon;;;;Otomatik;Steptronic;8 ileri;55;116;270;200;10,3;Arkadan Itisli;Var;69;65;4329;1765;1421;1425;360;1200;195/55 R16;16;55%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;108;6;5;85;80;3661;4,13;4,4;3,6;52;;;;EURO 5;103
BMW 116d 116 BG 5 Kapi Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;116D;Turkiye Paketi;2015;Almanya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1496;Common Rail Direkt Enjeksiyon;;;;Otomatik;ZF8;8 ileri;55;116;270;200;10,3;Arkadan Itisli;Var;69;65;4324;1765;1421;1425;360;1200;195/55 R16;16;55%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;108;6;5;84;77;3661;4,13;4,4;3,6;52;;;;EURO 5;103
BMW 116d ED 1.5 116 BG;Binek;Hatchback;Premium C;BMW;1 Serisi;116D Ed;Turkiye Paketi;2015, 2016;Almanya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;3;1496;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;55;116;270;195;10,4;Arkadan Itisli;Var;68;65;4329;1765;1413;1395;360;1200;195/55 R16;16;55%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;108;6;5;90;87;3661;3,62;3,9;3,1;52;;;;EURO 5;89
BMW 116d ED 116 BG 5 Kapi;Binek;Hatchback;Premium C;BMW;1 Serisi;116D Ed;Turkiye Paketi;2015;Almanya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1496;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;54;116;260;195;10,5;Arkadan Itisli;Var;68;65;4324;1765;1421;1375;360;1200;195/55 R16;16;55%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;108;6;5;87;84;3661;4,03;4,4;3,4;52;;;;EURO 5;99
BMW 116d ED - Hatchback 5 Kapi 116 BG;Binek;Hatchback;Premium C;BMW;1 Serisi;116D Ed - Hatchback 5 Kapi;Turkiye Paketi;2014;Almanya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1598;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;54;116;260;195;10,5;Arkadan Itisli;Var;70;73;4324;1984;1421;1385;360;1200;195/55 R16;16;55%;195;5;Halojen;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;109;6;5;86;83;3661;4,03;4,4;3,4;52;;;;EURO 5;99
BMW 116i 136 BG 3 Kapi Otomatik;Binek;Coupe;Premium C;BMW;1 Serisi;116I;Turkiye Paketi;2015;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Otomatik;ZF8;8 ileri;57;136;220;210;8,7;Arkadan Itisli;Var;68;65;4324;1765;1421;1395;360;1200;195/55 R16;16;55%;195;3;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;108;6;5;76;75;3661;6,12;7,2;4,6;52;;;;EURO 5;129
BMW 116i 136 BG 5 Kapi;Binek;Hatchback;Premium C;BMW;1 Serisi;116I;Turkiye Paketi;2015;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Manuel;Manuel;6 ileri;58;136;220;210;8,5;Arkadan Itisli;Var;68;65;4324;1765;1421;1375;360;1200;195/55 R16;16;55%;195;5;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;108;6;5;79;82;3661;5,96;7;4,5;52;;;;EURO 5;125
BMW 116i 136 BG 5 Kapi Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;116I;Turkiye Paketi;2015;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Otomatik;ZF8;8 ileri;57;136;220;210;8,7;Arkadan Itisli;Var;68;65;4324;1765;1421;1395;360;1200;195/55 R16;16;55%;195;5;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;108;6;5;76;75;3661;6,12;7,2;4,6;52;;;;EURO 5;129
BMW 116i - Hatchback 3 Kapi 136 BG Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;116I - Hatchback 3 Kapi;Turkiye Paketi;2014;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Otomatik;Steptronic;8 ileri;57;136;220;210;9,1;Arkadan Itisli;Var;70;73;4324;1984;1421;1385;360;1200;195/55 R16;16;55%;195;3;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;109;6;5;75;75;3661;6,22;7,2;4,8;52;;;;EURO 5;134
BMW 116i - Hatchback 5 Kapi 136 BG;Binek;Hatchback;Premium C;BMW;1 Serisi;116I - Hatchback 5 Kapi;Turkiye Paketi;2014;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Manuel;Manuel;6 ileri;58;136;220;210;8,7;Arkadan Itisli;Var;70;73;4324;1984;1421;1365;360;1200;195/55 R16;16;55%;195;5;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;109;6;5;78;82;3661;6,06;7,1;4,6;52;;;;EURO 5;129
BMW 116i - Hatchback 5 Kapi 136 BG Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;116I - Hatchback 5 Kapi;Turkiye Paketi;2014;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Otomatik;Steptronic;8 ileri;57;136;220;210;9,1;Arkadan Itisli;Var;70;73;4324;1984;1421;1385;360;1200;195/55 R16;16;55%;195;5;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;109;6;5;75;75;3661;6,22;7,2;4,8;52;;;;EURO 5;134
BMW 118i 1.5 136 BG Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;118I;Turkiye Paketi;2015, 2016, 2017, 2018, 2019;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;3;1499;Elektronik Dogrudan Enjeksiyon;;;;Otomatik;Steptronic;8 ileri;57;136;220;210;8,7;Arkadan Itisli;Var;68;65;4329;1765;1421;1395;360;1200;195/55 R16;16;55%;195;5;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;108;6;5;81;79;3661;5,23;5,9;4,2;52;;;;EURO 5;112
BMW 118i 136 BG 5 Kapi Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;118I;Turkiye Paketi;2015;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Otomatik;ZF8;8 ileri;57;136;220;210;8,7;Arkadan Itisli;Var;68;65;4324;1765;1421;1395;360;1200;195/55 R16;16;55%;195;5;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;108;6;5;75;75;3661;6,32;7,4;4,8;52;;;;EURO 5;133
BMW 120i 1.6 177 BG Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;120I;Turkiye Paketi;2015, 2016;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Otomatik;Steptronic;8 ileri;66;177;250;222;7,2;Arkadan Itisli;Var;68;65;4329;1765;1421;1395;360;1200;195/55 R16;16;55%;195;5;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Var;Var;Var;Var;108;6;5;75;74;3661;6,32;7,4;4,8;52;;;;EURO 5;133
BMW 120i 177 BG 5 Kapi Otomatik;Binek;Hatchback;Premium C;BMW;1 Serisi;120I;Turkiye Paketi;2015;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1598;Elektronik Dogrudan Enjeksiyon;;;;Otomatik;ZF8;8 ileri;64;177;220;222;7,2;Arkadan Itisli;Var;68;65;4324;1765;1421;1395;360;1200;195/55 R16;16;55%;195;5;LED;Var;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Var;Var;Var;108;6;5;75;74;3661;6,32;7,4;4,8;52;;;;EURO 5;133
Peugeot 208 1.2L PureTech 82 HP Access;Binek;Hatchback;B;Peugeot;208;208 1,2L;Access;2014;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;46;82;118;175;12,2;Onden Cekisli;Yok;61;70;3962;2004;1460;975;286;1076;185/65 R15;15;65%;185;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;85;2;5;94;91;1882;4,87;5,5;3,9;50;;;;EURO 5;104
Peugeot 208 1.2L PureTech 82 HP Active;Binek;Hatchback;B;Peugeot;208;208 1,2L;Active;2014;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;46;82;118;175;12,2;Onden Cekisli;Yok;61;70;3962;2004;1460;975;286;1076;185/65 R15;15;65%;185;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;95;4;5;94;91;1882;4,87;5,5;3,9;50;;;;EURO 5;104
Peugeot 208 1.2L PureTech 82 HP ETG5 Access;Binek;Hatchback;B;Peugeot;208;208 1,2L;Access;2014;Fransa;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;Otomatik;ETG5 (YO);5 ileri;43;82;118;177;14,8;Onden Cekisli;Yok;62;70;3962;2004;1460;1075;286;1076;185/65 R15;15;65%;185;5; Halojen; Yok;5;Kumas;Manuel;Manuel;Manuel Klima;Yok;Yok;Yok;Yok;86;2;5;90;84;1882;5,23;5,9;4,2;50;;;;EURO 5;110
